Date,Adj Close,Close,High,Low,Open,Volume,company_name
2019-10-28T00:00:00.000000000+0000,60.24794006347656,62.26250076293945,62.3125,61.68000030517578,61.85499954223633,96572800,AAPL
2019-10-29T00:00:00.000000000+0000,58.85453414916992,60.8224983215332,62.4375,60.64250183105469,62.24250030517578,142839600,AAPL
2019-10-30T00:00:00.000000000+0000,58.84727478027344,60.814998626708984,61.32500076293945,60.3025016784668,61.189998626708984,124522000,AAPL
2019-10-31T00:00:00.000000000+0000,60.177772521972656,62.189998626708984,62.29249954223633,59.314998626708984,61.810001373291016,139162000,AAPL
2019-11-01T00:00:00.000000000+0000,61.885677337646484,63.95500183105469,63.98249816894531,62.290000915527344,62.3849983215332,151125200,AAPL
2019-11-04T00:00:00.000000000+0000,62.292091369628906,64.375,64.4625015258789,63.845001220703125,64.3324966430664,103272000,AAPL
2019-11-05T00:00:00.000000000+0000,62.20256805419922,64.28250122070312,64.54750061035156,64.08000183105469,64.26249694824219,79897600,AAPL
2019-11-06T00:00:00.000000000+0000,62.22918701171875,64.30999755859375,64.37249755859375,63.842498779296875,64.19249725341797,75864400,AAPL
2019-11-07T00:00:00.000000000+0000,62.94738006591797,64.85749816894531,65.0875015258789,64.52749633789062,64.68499755859375,94940400,AAPL
2019-11-08T00:00:00.000000000+0000,63.11965560913086,65.03500366210938,65.11000061035156,64.2125015258789,64.67250061035156,69986400,AAPL
2019-11-11T00:00:00.000000000+0000,63.61949920654297,65.55000305175781,65.61750030517578,64.56999969482422,64.57499694824219,81821200,AAPL
2019-11-12T00:00:00.000000000+0000,63.561256408691406,65.48999786376953,65.69750213623047,65.2300033569336,65.38749694824219,87388800,AAPL
2019-11-13T00:00:00.000000000+0000,64.1702880859375,66.11750030517578,66.19499969482422,65.26750183105469,65.28250122070312,102734400,AAPL
2019-11-14T00:00:00.000000000+0000,63.726261138916016,65.66000366210938,66.22000122070312,65.5250015258789,65.9375,89182800,AAPL
2019-11-15T00:00:00.000000000+0000,64.4832763671875,66.44000244140625,66.44499969482422,65.75250244140625,65.91999816894531,100206400,AAPL
2019-11-18T00:00:00.000000000+0000,64.80842590332031,66.7750015258789,66.85749816894531,66.05750274658203,66.44999694824219,86703200,AAPL
2019-11-19T00:00:00.000000000+0000,64.61187744140625,66.57250213623047,67.0,66.34750366210938,66.9749984741211,76167200,AAPL
2019-11-20T00:00:00.000000000+0000,63.85969924926758,65.79750061035156,66.5199966430664,65.0999984741211,66.38500213623047,106234400,AAPL
2019-11-21T00:00:00.000000000+0000,63.57340621948242,65.50250244140625,66.00250244140625,65.29499816894531,65.92250061035156,121395200,AAPL
2019-11-22T00:00:00.000000000+0000,63.51758575439453,65.44499969482422,65.79499816894531,65.20999908447266,65.64749908447266,65325200,AAPL
2019-11-25T00:00:00.000000000+0000,64.63128662109375,66.59249877929688,66.61000061035156,65.62999725341797,65.67749786376953,84020400,AAPL
2019-11-26T00:00:00.000000000+0000,64.12662506103516,66.07250213623047,66.79000091552734,65.625,66.73500061035156,105207600,AAPL
2019-11-27T00:00:00.000000000+0000,64.98796081542969,66.95999908447266,66.99500274658203,66.32749938964844,66.3949966430664,65235600,AAPL
2019-11-29T00:00:00.000000000+0000,64.84479522705078,66.8125,67.0,66.4749984741211,66.6500015258789,46617600,AAPL
2019-12-02T00:00:00.000000000+0000,64.0950698852539,66.04000091552734,67.0625,65.86250305175781,66.81749725341797,94487200,AAPL
2019-12-03T00:00:00.000000000+0000,62.95225143432617,64.86250305175781,64.88249969482422,64.07250213623047,64.57749938964844,114430400,AAPL
2019-12-04T00:00:00.000000000+0000,63.50788116455078,65.43499755859375,65.82749938964844,65.16999816894531,65.26750183105469,67181600,AAPL
2019-12-05T00:00:00.000000000+0000,64.43961334228516,66.3949966430664,66.47250366210938,65.68250274658203,65.94750213623047,74424400,AAPL
2019-12-06T00:00:00.000000000+0000,65.68434143066406,67.67749786376953,67.75,66.82499694824219,66.87000274658203,106075600,AAPL
2019-12-09T00:00:00.000000000+0000,64.7647476196289,66.7300033569336,67.69999694824219,66.22750091552734,67.5,128042400,AAPL
2019-12-10T00:00:00.000000000+0000,65.14325714111328,67.12000274658203,67.51750183105469,66.46499633789062,67.1500015258789,90420400,AAPL
2019-12-11T00:00:00.000000000+0000,65.69889831542969,67.69249725341797,67.7750015258789,67.125,67.20249938964844,78756800,AAPL
2019-12-12T00:00:00.000000000+0000,65.8663101196289,67.86499786376953,68.13999938964844,66.83000183105469,66.94499969482422,137310400,AAPL
2019-12-13T00:00:00.000000000+0000,66.76164245605469,68.7874984741211,68.82499694824219,67.73249816894531,67.86499786376953,133587600,AAPL
2019-12-16T00:00:00.000000000+0000,67.90447235107422,69.96499633789062,70.19750213623047,69.24500274658203,69.25,128186000,AAPL
2019-12-17T00:00:00.000000000+0000,68.03791809082031,70.10250091552734,70.44249725341797,69.69999694824219,69.89250183105469,114158400,AAPL
2019-12-18T00:00:00.000000000+0000,67.87535858154297,69.93499755859375,70.4749984741211,69.77999877929688,69.94999694824219,116028400,AAPL
2019-12-19T00:00:00.000000000+0000,67.94329071044922,70.00499725341797,70.29499816894531,69.73750305175781,69.875,98369200,AAPL
2019-12-20T00:00:00.000000000+0000,67.80256652832031,69.86000061035156,70.6624984741211,69.63999938964844,70.55750274658203,275978000,AAPL
